customer_id,customer_age,customer_segment,region,preferred_device,tenure_months,loyalty_member,email_opt_in,past_purchases_12m,app_sessions_30d,rfm_recency_days,rfm_frequency,rfm_monetary,rfm_segment,churn_probability,age_group,churn_risk_band,is_buyer
C00732,39,New,Western Slovakia,mobile,53,0,0,0,1,,,,Prospect (no purchase),0.9222449112544564,36-45,High,False
C00733,45,New,Bratislava,tablet,64,1,1,1,1,0.0,3.0,605.74,Recent Buyers,0.8259525371900073,36-45,High,True
C00734,36,Regular,Central Slovakia,mobile,70,0,0,3,4,,,,Prospect (no purchase),0.8753092159084199,36-45,High,False
C00735,41,New,Bratislava,mobile,69,0,0,0,4,,,,Prospect (no purchase),0.927172257303334,36-45,High,False
C00736,40,New,Eastern Slovakia,desktop,71,0,1,1,3,,,,Prospect (no purchase),0.865374980785743,36-45,High,False
C00737,47,New,Bratislava,mobile,2,1,0,2,9,,,,Prospect (no purchase),0.8759615084524321,46-55,High,False
C00738,48,Regular,Central Slovakia,mobile,56,1,0,2,4,,,,Prospect (no purchase),,46-55,,False
C00739,19,New,Eastern Slovakia,mobile,52,0,0,1,1,,,,Prospect (no purchase),,18-25,,False
C00740,18,Regular,Central Slovakia,mobile,12,0,1,0,2,,,,Prospect (no purchase),0.898470131101815,18-25,High,False
C00741,50,Loyal,Central Slovakia,mobile,10,0,1,8,4,330.0,1.0,460.42,One-off Lapsed,0.4948604907387062,46-55,Low,True
C00742,52,Loyal,Central Slovakia,mobile,70,0,0,1,2,,,,Prospect (no purchase),0.8345435824974647,46-55,High,False
C00743,26,Regular,Bratislava,mobile,63,1,0,0,2,,,,Prospect (no purchase),0.8894100447728341,26-35,High,False
C00744,18,Regular,Central Slovakia,desktop,24,0,1,1,0,,,,Prospect (no purchase),,18-25,,False
C00745,39,Regular,Eastern Slovakia,desktop,6,0,0,1,0,,,,Prospect (no purchase),0.8456908689516488,36-45,High,False
C00746,49,Regular,Czech Republic,desktop,24,0,1,0,3,,,,Prospect (no purchase),,46-55,,False
C00747,60,Regular,Western Slovakia,mobile,1,0,1,2,2,,,,Prospect (no purchase),,56+,,False
C00748,44,New,Western Slovakia,mobile,49,1,0,0,18,,,,Prospect (no purchase),0.8523250036959399,36-45,High,False
C00749,34,At-Risk,Eastern Slovakia,tablet,27,0,1,1,1,,,,Prospect (no purchase),0.962616259918458,26-35,High,False
C00750,27,New,Central Slovakia,desktop,4,0,0,0,1,,,,Prospect (no purchase),0.9253550816395746,26-35,High,False
C00751,38,Loyal,Bratislava,mobile,70,1,1,6,9,341.0,2.0,508.1,Occasional Repeat,0.4264775237159291,36-45,Low,True
C00752,34,Regular,Bratislava,mobile,59,0,1,2,10,,,,Prospect (no purchase),0.858085882584255,26-35,High,False
C00753,26,New,Bratislava,mobile,65,0,0,1,6,,,,Prospect (no purchase),0.8867286870830154,26-35,High,False
C00754,63,Loyal,Western Slovakia,mobile,71,1,1,6,8,341.0,3.0,1051.12,Champions,0.4626783918149842,56+,Low,True
C00755,59,New,Bratislava,mobile,2,1,1,12,7,443.0,2.0,417.33,Occasional Repeat,0.592027438796103,56+,Low,True
C00756,52,Loyal,Bratislava,mobile,56,0,1,5,5,,,,Prospect (no purchase),0.6984208479276174,46-55,Medium,False
C00757,27,Regular,Bratislava,tablet,56,0,1,3,8,617.0,3.0,897.1700000000001,Champions,0.6802071550617395,26-35,Medium,True
C00758,48,New,Czech Republic,mobile,56,0,1,0,7,,,,Prospect (no purchase),0.8687666132326769,46-55,High,False
C00759,46,New,Bratislava,desktop,19,1,0,1,5,,,,Prospect (no purchase),,46-55,,False
C00760,43,Loyal,Bratislava,mobile,28,0,1,0,5,,,,Prospect (no purchase),,36-45,,False
C00761,53,New,Western Slovakia,desktop,66,0,1,3,7,,,,Prospect (no purchase),0.8515686652926453,46-55,High,False
C00762,46,At-Risk,Bratislava,desktop,5,0,0,0,3,,,,Prospect (no purchase),0.9704965209072683,46-55,High,False
C00763,47,Loyal,Czech Republic,mobile,46,1,0,2,10,,,,Prospect (no purchase),0.6695538244032038,46-55,Medium,False
C00764,46,Loyal,Czech Republic,desktop,57,1,1,4,10,43.0,3.0,904.14,Champions,0.5277810015052994,46-55,Low,True
C00765,42,New,Western Slovakia,desktop,57,0,1,2,2,707.0,1.0,155.02,One-off Lapsed,,36-45,,True
C00766,18,Loyal,Western Slovakia,desktop,43,0,1,1,6,616.0,1.0,280.75,One-off Lapsed,0.6826329572659675,18-25,Medium,True
C00767,39,At-Risk,Western Slovakia,mobile,55,0,1,0,3,,,,Prospect (no purchase),0.9392808170933978,36-45,High,False
C00768,31,New,Bratislava,desktop,65,1,1,1,12,63.0,1.0,97.23,One-off Lapsed,0.78955727066181,26-35,Medium,True
C00769,23,Regular,Bratislava,mobile,55,0,0,0,3,,,,Prospect (no purchase),0.8965898721288675,18-25,High,False
C00770,58,New,Bratislava,mobile,9,1,1,7,10,551.0,1.0,210.3,One-off Lapsed,0.6643061084351769,56+,Medium,True
C00771,59,Regular,Bratislava,mobile,18,1,1,1,5,589.0,1.0,308.88,One-off Lapsed,0.84969494010286,56+,High,True
C00772,54,Loyal,Central Slovakia,mobile,22,1,0,3,14,,,,Prospect (no purchase),0.5416606472220619,46-55,Low,False
C00773,41,Regular,Bratislava,mobile,25,0,1,3,11,404.0,2.0,396.36,Occasional Repeat,0.8595277263773098,36-45,High,True
C00774,54,Regular,Bratislava,mobile,26,0,1,0,2,,,,Prospect (no purchase),0.8865663012349672,46-55,High,False
C00775,38,Regular,Western Slovakia,desktop,16,0,0,1,0,330.0,1.0,169.16,One-off Lapsed,0.831895334737497,36-45,High,True
C00776,40,New,Western Slovakia,mobile,49,0,1,0,5,,,,Prospect (no purchase),0.8912719491842164,36-45,High,False
C00777,25,New,Bratislava,tablet,8,0,1,0,1,,,,Prospect (no purchase),0.924724679274892,18-25,High,False
C00778,43,Loyal,Bratislava,mobile,56,1,1,2,1,,,,Prospect (no purchase),0.6271275451980615,36-45,Medium,False
C00779,39,Regular,Bratislava,desktop,47,1,1,0,10,,,,Prospect (no purchase),0.77144815923574,36-45,Medium,False
C00780,22,Regular,Bratislava,tablet,69,1,1,1,8,231.0,2.0,422.07,Occasional Repeat,0.8920253978547283,18-25,High,True
C00781,37,Loyal,Eastern Slovakia,desktop,1,0,0,0,4,,,,Prospect (no purchase),0.8616909514762234,36-45,High,False
C00782,37,New,Czech Republic,desktop,21,0,0,0,1,,,,Prospect (no purchase),,36-45,,False
C00783,60,New,Western Slovakia,desktop,64,1,0,1,1,,,,Prospect (no purchase),0.8818728885655381,56+,High,False
C00784,49,New,Western Slovakia,mobile,36,1,1,1,0,,,,Prospect (no purchase),0.7927761119990099,46-55,Medium,False
C00785,38,At-Risk,Central Slovakia,mobile,40,0,0,1,3,,,,Prospect (no purchase),0.960714195413242,36-45,High,False
C00786,41,Loyal,Central Slovakia,mobile,3,0,0,2,2,467.0,2.0,885.05,Occasional Repeat,0.7604261743112681,36-45,Medium,True
C00787,39,Regular,Bratislava,mobile,55,0,0,0,6,,,,Prospect (no purchase),0.8953969832711057,36-45,High,False
C00788,36,New,Bratislava,mobile,18,0,1,0,1,,,,Prospect (no purchase),,36-45,,False
C00789,25,New,Western Slovakia,mobile,69,0,0,5,4,,,,Prospect (no purchase),0.8358675573167433,18-25,High,False
C00790,36,Regular,Central Slovakia,desktop,27,1,1,1,1,,,,Prospect (no purchase),0.768140218847017,36-45,Medium,False
C00791,29,Regular,Bratislava,desktop,14,0,1,4,12,249.0,2.0,573.62,Occasional Repeat,0.7440056063724659,26-35,Medium,True
C00792,23,At-Risk,Bratislava,desktop,43,0,0,1,2,,,,Prospect (no purchase),,18-25,,False
C00793,44,Loyal,Western Slovakia,desktop,34,0,1,2,5,59.0,1.0,242.26,One-off Lapsed,0.5210977956102559,36-45,Low,True
C00794,43,Regular,Bratislava,mobile,34,1,1,4,3,455.0,2.0,558.8399999999999,Occasional Repeat,0.8245756368170584,36-45,High,True
C00795,18,Loyal,Western Slovakia,mobile,68,0,1,0,1,177.0,1.0,130.73,One-off Lapsed,0.7903841016204585,18-25,Medium,True
C00796,37,At-Risk,Central Slovakia,desktop,26,0,0,0,1,,,,Prospect (no purchase),,36-45,,False
C00797,50,Regular,Western Slovakia,desktop,29,1,0,2,3,,,,Prospect (no purchase),0.7815483405426759,46-55,Medium,False
C00798,51,Regular,Bratislava,mobile,45,0,1,0,3,,,,Prospect (no purchase),,46-55,,False
C00799,50,At-Risk,Bratislava,mobile,13,0,0,2,3,,,,Prospect (no purchase),0.958728236187136,46-55,High,False
C00800,38,New,Eastern Slovakia,mobile,59,0,1,0,3,,,,Prospect (no purchase),0.8479497858642914,36-45,High,False
C00801,28,At-Risk,Western Slovakia,mobile,17,0,0,1,10,,,,Prospect (no purchase),,26-35,,False
C00802,25,New,Bratislava,mobile,18,0,1,0,2,,,,Prospect (no purchase),,18-25,,False
C00803,42,Regular,Bratislava,mobile,1,0,1,2,2,460.0,1.0,191.06,One-off Lapsed,,36-45,,True
C00804,43,Loyal,Eastern Slovakia,desktop,25,1,1,4,10,108.0,2.0,520.29,Occasional Repeat,0.5860956220860863,36-45,Low,True
C00805,53,Regular,Eastern Slovakia,tablet,42,0,1,1,5,,,,Prospect (no purchase),,46-55,,False
C00806,51,Regular,Eastern Slovakia,mobile,51,0,0,0,1,,,,Prospect (no purchase),0.9156566366852186,46-55,High,False
C00807,36,Regular,Central Slovakia,desktop,64,0,1,0,1,,,,Prospect (no purchase),,36-45,,False
C00808,23,New,Western Slovakia,desktop,56,0,0,0,2,,,,Prospect (no purchase),0.891230504700044,18-25,High,False
C00809,34,New,Western Slovakia,mobile,23,1,1,2,2,345.0,1.0,120.04,One-off Lapsed,0.8183693446100425,26-35,High,True
C00810,41,New,Bratislava,desktop,59,1,1,1,6,102.0,1.0,166.63,One-off Lapsed,0.8669949588847762,36-45,High,True
C00811,36,Regular,Central Slovakia,mobile,14,1,1,2,20,266.0,1.0,104.16,One-off Lapsed,0.7065343007329163,36-45,Medium,True
C00812,31,Regular,Central Slovakia,mobile,15,0,1,1,6,,,,Prospect (no purchase),,26-35,,False
C00813,41,New,Bratislava,mobile,26,0,1,0,5,,,,Prospect (no purchase),0.9411028144848314,36-45,High,False
C00814,32,At-Risk,Eastern Slovakia,desktop,39,1,0,1,4,,,,Prospect (no purchase),0.910504688565514,26-35,High,False
C00815,30,Regular,Western Slovakia,tablet,15,1,0,0,4,59.0,1.0,148.03,One-off Lapsed,0.85847989381389,26-35,High,True
C00816,42,Regular,Bratislava,mobile,64,1,1,2,6,,,,Prospect (no purchase),0.8143187431385362,36-45,High,False
C00817,33,Regular,Western Slovakia,mobile,20,0,1,1,5,,,,Prospect (no purchase),0.8081641974210609,26-35,High,False
C00818,41,New,Eastern Slovakia,mobile,28,1,1,1,7,,,,Prospect (no purchase),,36-45,,False
C00819,41,Loyal,Czech Republic,desktop,43,1,1,1,3,320.0,3.0,984.33,Champions,0.6787193907653911,36-45,Medium,True
C00820,24,Regular,Western Slovakia,desktop,31,0,1,2,4,,,,Prospect (no purchase),0.8530313433391349,18-25,High,False
C00821,32,New,Czech Republic,mobile,29,0,1,0,6,400.0,1.0,155.97,One-off Lapsed,0.957368330029792,26-35,High,True
C00822,55,At-Risk,Eastern Slovakia,desktop,70,0,0,1,1,,,,Prospect (no purchase),0.9583306878635444,46-55,High,False
C00823,24,Loyal,Eastern Slovakia,mobile,31,1,0,2,6,317.0,1.0,216.85,One-off Lapsed,0.7395664312218319,18-25,Medium,True
C00824,18,Loyal,Eastern Slovakia,mobile,9,1,1,4,8,,,,Prospect (no purchase),0.6683038339613357,18-25,Medium,False
C00825,18,Loyal,Western Slovakia,mobile,52,1,1,3,10,,,,Prospect (no purchase),0.6043084360056691,18-25,Medium,False
C00826,38,At-Risk,Eastern Slovakia,mobile,51,0,1,2,1,,,,Prospect (no purchase),0.94627350301985,36-45,High,False
C00827,38,Regular,Central Slovakia,mobile,16,0,1,1,1,100.0,1.0,335.04,One-off Lapsed,0.8863073364468194,36-45,High,True
C00828,37,Regular,Central Slovakia,mobile,61,0,1,2,9,,,,Prospect (no purchase),0.8575150453122631,36-45,High,False
C00829,53,Regular,Bratislava,mobile,28,0,1,0,7,,,,Prospect (no purchase),0.9042347327723996,46-55,High,False
C00830,18,New,Eastern Slovakia,desktop,11,0,1,0,2,,,,Prospect (no purchase),0.8946632717564158,18-25,High,False
C00831,43,New,Czech Republic,mobile,13,0,1,1,3,,,,Prospect (no purchase),,36-45,,False
C00832,57,New,Western Slovakia,desktop,51,0,0,2,2,619.0,1.0,180.29,One-off Lapsed,0.9127076241622166,56+,High,True
C00833,24,Regular,Czech Republic,mobile,16,1,1,7,2,408.0,1.0,256.17,One-off Lapsed,0.7658995802400692,18-25,Medium,True
C00834,33,Loyal,Western Slovakia,desktop,34,0,0,6,1,107.0,1.0,232.01,One-off Lapsed,0.5213491159121949,26-35,Low,True
C00835,29,Loyal,Bratislava,mobile,53,1,1,3,2,,,,Prospect (no purchase),0.7040084210751669,26-35,Medium,False
C00836,27,Regular,Bratislava,desktop,61,0,1,3,9,,,,Prospect (no purchase),0.7675186630091396,26-35,Medium,False
C00837,34,New,Eastern Slovakia,mobile,35,0,0,0,2,,,,Prospect (no purchase),0.9403948897412424,26-35,High,False
C00838,55,Regular,Central Slovakia,mobile,65,0,0,2,4,,,,Prospect (no purchase),,46-55,,False
C00839,60,Regular,Western Slovakia,mobile,22,1,1,1,5,,,,Prospect (no purchase),0.8136338259612736,56+,High,False
C00840,34,At-Risk,Central Slovakia,mobile,62,0,1,3,1,,,,Prospect (no purchase),0.9054846559531144,26-35,High,False
C00841,61,Loyal,Western Slovakia,tablet,18,1,1,5,13,282.0,1.0,281.84,One-off Lapsed,0.4346226090525559,56+,Low,True
C00842,38,At-Risk,Western Slovakia,tablet,5,0,1,1,5,,,,Prospect (no purchase),0.9474056764695546,36-45,High,False
C00843,59,Loyal,Eastern Slovakia,desktop,52,0,1,4,2,,,,Prospect (no purchase),,56+,,False
C00844,37,At-Risk,Central Slovakia,mobile,54,1,0,1,3,,,,Prospect (no purchase),,36-45,,False
C00845,40,Regular,Eastern Slovakia,desktop,66,0,0,3,8,536.0,1.0,211.27,One-off Lapsed,0.8515744947439654,36-45,High,True
C00846,42,New,Central Slovakia,desktop,66,0,0,0,4,,,,Prospect (no purchase),,36-45,,False
C00847,75,New,Czech Republic,mobile,8,0,0,1,5,,,,Prospect (no purchase),0.9184485995846772,56+,High,False
C00848,48,Regular,Bratislava,mobile,45,1,1,1,2,0.0,1.0,247.97,Recent Buyers,0.8471264642053491,46-55,High,True
C00849,30,New,Bratislava,desktop,51,1,0,6,1,434.0,1.0,221.36,One-off Lapsed,0.8157912792192925,26-35,High,True
C00850,50,New,Bratislava,mobile,43,0,1,2,2,,,,Prospect (no purchase),0.8895877287604266,46-55,High,False
C00851,34,At-Risk,Central Slovakia,mobile,2,0,0,0,1,343.0,1.0,197.99,One-off Lapsed,0.9525763336455096,26-35,High,True
C00852,32,New,Central Slovakia,desktop,4,0,0,0,9,,,,Prospect (no purchase),0.9216759732700212,26-35,High,False
C00853,49,At-Risk,Eastern Slovakia,mobile,48,1,1,1,3,,,,Prospect (no purchase),0.9398594090131532,46-55,High,False
C00854,38,Loyal,Western Slovakia,mobile,61,1,1,7,3,,,,Prospect (no purchase),,36-45,,False
C00855,41,Regular,Bratislava,mobile,13,1,1,2,4,534.0,1.0,139.33,One-off Lapsed,0.8339323924264235,36-45,High,True
C00856,38,Regular,Central Slovakia,desktop,4,1,1,1,7,,,,Prospect (no purchase),0.7906125636241355,36-45,Medium,False
C00857,42,Regular,Czech Republic,tablet,29,0,1,2,3,,,,Prospect (no purchase),,36-45,,False
C00858,43,Regular,Bratislava,desktop,23,0,0,2,3,,,,Prospect (no purchase),,36-45,,False
C00859,18,New,Bratislava,desktop,70,0,0,0,5,,,,Prospect (no purchase),0.9309447686977153,18-25,High,False
C00860,46,At-Risk,Bratislava,desktop,66,0,1,0,0,,,,Prospect (no purchase),,46-55,,False
C00861,26,Regular,Western Slovakia,desktop,40,1,1,5,13,,,,Prospect (no purchase),0.5723728432831536,26-35,Low,False
C00862,21,New,Bratislava,mobile,68,1,0,1,0,,,,Prospect (no purchase),,18-25,,False
C00863,37,Loyal,Western Slovakia,mobile,17,0,0,2,11,660.0,1.0,396.95,One-off Lapsed,0.8071257341818413,36-45,High,True
C00864,39,Regular,Central Slovakia,desktop,71,1,0,1,5,,,,Prospect (no purchase),,36-45,,False
C00865,30,Regular,Western Slovakia,desktop,32,0,1,0,5,300.0,2.0,638.23,Occasional Repeat,0.7838065057832078,26-35,Medium,True
C00866,48,Regular,Western Slovakia,mobile,34,0,1,1,4,,,,Prospect (no purchase),0.8315828314409682,46-55,High,False
C00867,22,New,Bratislava,desktop,4,0,1,1,5,,,,Prospect (no purchase),,18-25,,False
C00868,33,Regular,Czech Republic,desktop,13,1,0,3,2,546.0,1.0,158.35,One-off Lapsed,0.8172668869752315,26-35,High,True
C00869,31,New,Western Slovakia,mobile,14,0,1,2,9,677.0,1.0,194.49,One-off Lapsed,,26-35,,True
C00870,37,New,Western Slovakia,mobile,35,0,0,1,7,,,,Prospect (no purchase),0.8885983850673791,36-45,High,False
C00871,41,New,Bratislava,mobile,14,0,1,1,2,168.0,1.0,260.68,One-off Lapsed,0.9066888393113186,36-45,High,True
C00872,26,Regular,Central Slovakia,mobile,8,0,0,2,2,,,,Prospect (no purchase),,26-35,,False
C00873,47,Regular,Eastern Slovakia,mobile,43,0,1,0,0,,,,Prospect (no purchase),,46-55,,False
C00874,39,Regular,Bratislava,mobile,62,0,1,4,26,,,,Prospect (no purchase),,36-45,,False
C00875,18,New,Bratislava,mobile,5,0,1,1,7,,,,Prospect (no purchase),0.8722820639896048,18-25,High,False
C00876,18,New,Bratislava,mobile,40,0,0,0,0,,,,Prospect (no purchase),0.9393494523838082,18-25,High,False
C00877,38,Regular,Central Slovakia,desktop,69,1,0,4,4,371.0,1.0,134.54,One-off Lapsed,0.7953697319362192,36-45,Medium,True
C00878,35,New,Czech Republic,desktop,29,0,1,0,2,,,,Prospect (no purchase),,26-35,,False
C00879,37,Loyal,Western Slovakia,mobile,13,1,0,1,13,,,,Prospect (no purchase),0.6547617540306853,36-45,Medium,False
C00880,38,At-Risk,Western Slovakia,mobile,6,1,1,1,2,,,,Prospect (no purchase),0.9313313351103034,36-45,High,False
C00881,41,Regular,Eastern Slovakia,mobile,67,0,1,3,3,241.0,1.0,177.57,One-off Lapsed,0.8708118612474617,36-45,High,True
C00882,49,At-Risk,Eastern Slovakia,mobile,29,0,1,0,2,,,,Prospect (no purchase),0.9658816148785772,46-55,High,False
C00883,25,New,Bratislava,mobile,8,0,1,0,2,,,,Prospect (no purchase),,18-25,,False
C00884,24,New,Bratislava,mobile,62,0,0,1,5,,,,Prospect (no purchase),0.8778359282583545,18-25,High,False
C00885,25,Loyal,Western Slovakia,mobile,57,1,1,5,2,407.0,2.0,560.89,Occasional Repeat,0.5639647469181788,18-25,Low,True
C00886,41,Loyal,Eastern Slovakia,tablet,50,0,1,2,2,,,,Prospect (no purchase),0.795985467121827,36-45,Medium,False
C00887,53,Loyal,Central Slovakia,mobile,6,0,1,3,2,467.0,1.0,137.75,One-off Lapsed,0.7464355080752177,46-55,Medium,True
C00888,33,New,Central Slovakia,desktop,6,0,0,3,5,234.0,2.0,405.75,Occasional Repeat,0.8428026182019813,26-35,High,True
C00889,18,Loyal,Eastern Slovakia,mobile,16,0,0,3,6,,,,Prospect (no purchase),0.7805158233893345,18-25,Medium,False
C00890,18,Regular,Bratislava,mobile,12,0,0,7,8,448.0,1.0,282.64,One-off Lapsed,0.8106789498972025,18-25,High,True
C00891,28,Regular,Western Slovakia,tablet,38,0,1,0,7,,,,Prospect (no purchase),0.8585277377584262,26-35,High,False
C00892,31,New,Bratislava,mobile,28,0,0,1,1,,,,Prospect (no purchase),,26-35,,False
C00893,33,At-Risk,Eastern Slovakia,desktop,55,0,1,2,1,,,,Prospect (no purchase),0.9570869325765384,26-35,High,False
C00894,38,New,Central Slovakia,tablet,8,0,0,1,3,,,,Prospect (no purchase),,36-45,,False
C00895,34,Loyal,Bratislava,mobile,52,1,1,3,6,,,,Prospect (no purchase),,26-35,,False
C00896,51,Regular,Bratislava,mobile,67,0,0,4,8,,,,Prospect (no purchase),0.8601241892891439,46-55,High,False
C00897,30,Loyal,Eastern Slovakia,mobile,10,0,0,6,6,335.0,1.0,174.92,One-off Lapsed,0.7633715455924474,26-35,Medium,True
C00898,28,Loyal,Eastern Slovakia,mobile,47,0,1,4,6,379.0,1.0,176.1,One-off Lapsed,0.8028080689502057,26-35,High,True
C00899,44,Loyal,Central Slovakia,mobile,37,1,0,0,3,,,,Prospect (no purchase),0.7386344243656287,36-45,Medium,False
C00900,20,New,Bratislava,mobile,7,1,1,0,1,,,,Prospect (no purchase),0.8903523578175104,18-25,High,False
C00901,43,New,Czech Republic,desktop,21,0,1,2,13,,,,Prospect (no purchase),0.7585238700583617,36-45,Medium,False
C00902,39,Regular,Eastern Slovakia,desktop,56,0,1,0,10,588.0,1.0,143.63,One-off Lapsed,0.8361403213406994,36-45,High,True
C00903,36,Regular,Central Slovakia,mobile,62,0,1,1,8,,,,Prospect (no purchase),0.818578482915905,36-45,High,False
C00904,57,New,Central Slovakia,mobile,27,0,0,0,1,,,,Prospect (no purchase),,56+,,False
C00905,31,New,Czech Republic,desktop,8,0,1,4,3,,,,Prospect (no purchase),0.818716913635343,26-35,High,False
C00906,63,Regular,Czech Republic,desktop,18,0,0,0,4,,,,Prospect (no purchase),,56+,,False
C00907,35,New,Central Slovakia,mobile,60,0,0,0,1,,,,Prospect (no purchase),0.931399615343326,26-35,High,False
C00908,23,New,Western Slovakia,mobile,41,0,1,4,4,,,,Prospect (no purchase),,18-25,,False
C00909,39,At-Risk,Western Slovakia,desktop,31,0,1,0,1,,,,Prospect (no purchase),,36-45,,False
C00910,25,Regular,Eastern Slovakia,desktop,1,0,0,0,0,,,,Prospect (no purchase),0.8825727937862495,18-25,High,False
C00911,29,At-Risk,Central Slovakia,desktop,56,0,1,1,6,,,,Prospect (no purchase),,26-35,,False
C00912,43,At-Risk,Bratislava,mobile,34,0,0,0,2,,,,Prospect (no purchase),0.970555458450548,36-45,High,False
C00913,45,New,Bratislava,mobile,39,0,0,0,0,,,,Prospect (no purchase),,36-45,,False
C00914,31,Loyal,Czech Republic,mobile,60,1,0,3,11,,,,Prospect (no purchase),0.7060774749649575,26-35,Medium,False
C00915,50,Regular,Eastern Slovakia,mobile,40,0,1,1,2,,,,Prospect (no purchase),0.8744317720637467,46-55,High,False
C00916,52,Loyal,Czech Republic,desktop,66,0,1,7,18,447.0,3.0,1244.37,Champions,0.4013505747538401,46-55,Low,True
C00917,55,New,Western Slovakia,mobile,40,0,0,1,2,,,,Prospect (no purchase),0.8966125948602186,46-55,High,False
C00918,44,New,Eastern Slovakia,desktop,25,1,0,1,7,249.0,2.0,260.12,Occasional Repeat,0.8510934130174872,36-45,High,True
C00919,54,New,Eastern Slovakia,desktop,66,0,0,1,4,,,,Prospect (no purchase),0.8810151797902492,46-55,High,False
C00920,18,Regular,Western Slovakia,tablet,46,1,0,2,6,,,,Prospect (no purchase),0.8077367794283702,18-25,High,False
C00921,34,At-Risk,Bratislava,desktop,54,0,1,2,1,,,,Prospect (no purchase),0.9538590449357602,26-35,High,False
C00922,28,Regular,Czech Republic,tablet,17,1,0,5,18,,,,Prospect (no purchase),0.6298207977684415,26-35,Medium,False
C00923,39,Loyal,Bratislava,mobile,48,1,1,4,11,548.0,1.0,410.05,One-off Lapsed,0.6952534055881177,36-45,Medium,True
