interaction_id,campaign_id,channel,start_date,end_date,touch_date,budget,impressions,clicks,conversions,revenue,customer_id,customer_age,customer_segment,region,device_type
INT-001200,CMP-072,search,2024-05-13,2024-05-31,2024-05-27,5.69,3,1,0,0.0,C01420,38,Regular,Bratislava,desktop
INT-001201,CMP-072,search,2024-05-13,2024-05-31,2024-05-28,3.79,2,0,0,0.0,C01392,56,New,Western Slovakia,mobile
INT-001202,CMP-072,search,2024-05-13,2024-05-31,2024-05-28,3.79,2,1,0,0.0,C01608,40,Regular,Central Slovakia,mobile
INT-001203,CMP-072,search,2024-05-13,2024-05-31,2024-05-28,11.38,6,3,1,146.97,C00037,37,At-Risk,Eastern Slovakia,desktop
INT-001204,CMP-072,search,2024-05-13,2024-05-31,2024-05-29,7.59,4,0,0,0.0,C00537,32,Loyal,Central Slovakia,mobile
INT-001205,CMP-072,search,2024-05-13,2024-05-31,2024-05-29,9.48,5,0,0,0.0,C00627,33,New,Western Slovakia,mobile
INT-001206,CMP-072,search,2024-05-13,2024-05-31,2024-05-29,9.48,5,0,0,0.0,C00419,37,Regular,Western Slovakia,mobile
INT-001207,CMP-072,search,2024-05-13,2024-05-31,2024-05-29,1.9,1,0,0,0.0,C00758,48,New,Czech Republic,desktop
INT-001208,CMP-072,search,2024-05-13,2024-05-31,2024-05-30,3.79,2,0,0,0.0,C00800,38,New,Eastern Slovakia,mobile
INT-001209,CMP-072,search,2024-05-13,2024-05-31,2024-05-30,9.48,5,1,0,0.0,C01359,33,New,Bratislava,desktop
INT-001210,CMP-072,search,2024-05-13,2024-05-31,2024-05-30,1.9,1,0,0,0.0,C01526,51,Regular,Bratislava,mobile
INT-001211,CMP-072,search,2024-05-13,2024-05-31,2024-05-30,1.9,1,0,0,0.0,C00649,40,Regular,Eastern Slovakia,desktop
INT-001212,CMP-040,search,2024-05-14,2024-06-03,2024-05-14,16.94,6,0,0,0.0,C00002,26,Loyal,Czech Republic,tablet
INT-001213,CMP-040,search,2024-05-14,2024-06-03,2024-05-14,8.47,3,1,0,0.0,C00993,60,At-Risk,Eastern Slovakia,mobile
INT-001214,CMP-040,search,2024-05-14,2024-06-03,2024-05-14,22.59,8,1,0,0.0,C01437,33,Regular,Bratislava,tablet
INT-001215,CMP-040,search,2024-05-14,2024-06-03,2024-05-15,25.42,9,1,0,0.0,C01380,56,New,Eastern Slovakia,mobile
INT-001216,CMP-040,search,2024-05-14,2024-06-03,2024-05-15,28.24,10,3,0,0.0,C01829,27,New,Eastern Slovakia,mobile
INT-001217,CMP-040,search,2024-05-14,2024-06-03,2024-05-17,11.3,4,0,0,0.0,C01706,61,Regular,Bratislava,mobile
INT-001218,CMP-040,search,2024-05-14,2024-06-03,2024-05-17,19.77,7,0,0,0.0,C00681,48,Regular,Bratislava,mobile
INT-001219,CMP-040,search,2024-05-14,2024-06-03,2024-05-18,11.3,4,0,0,0.0,C00547,40,Regular,Bratislava,mobile
INT-001220,CMP-040,search,2024-05-14,2024-06-03,2024-05-18,16.94,6,3,0,0.0,C01133,30,At-Risk,Western Slovakia,mobile
INT-001221,CMP-040,search,2024-05-14,2024-06-03,2024-05-18,14.12,5,0,0,0.0,C00674,22,Regular,Central Slovakia,tablet
INT-001222,CMP-040,search,2024-05-14,2024-06-03,2024-05-18,8.47,3,0,0,0.0,C02155,41,Regular,Eastern Slovakia,desktop
INT-001223,CMP-040,search,2024-05-14,2024-06-03,2024-05-19,19.77,7,0,0,0.0,C01041,27,Regular,Western Slovakia,desktop
INT-001224,CMP-040,search,2024-05-14,2024-06-03,2024-05-19,11.3,4,1,1,311.89,C00677,67,Loyal,Western Slovakia,tablet
INT-001225,CMP-040,search,2024-05-14,2024-06-03,2024-05-20,11.3,4,1,0,0.0,C01047,32,Loyal,Czech Republic,mobile
INT-001226,CMP-040,search,2024-05-14,2024-06-03,2024-05-20,11.3,4,0,0,0.0,C00963,26,Loyal,Western Slovakia,desktop
INT-001227,CMP-040,search,2024-05-14,2024-06-03,2024-05-20,11.3,4,0,0,0.0,C00174,23,New,Eastern Slovakia,mobile
INT-001228,CMP-040,search,2024-05-14,2024-06-03,2024-05-20,11.3,4,0,0,0.0,C01938,24,New,Bratislava,mobile
INT-001229,CMP-040,search,2024-05-14,2024-06-03,2024-05-20,14.12,5,0,0,0.0,C02125,38,Regular,Western Slovakia,mobile
INT-001230,CMP-040,search,2024-05-14,2024-06-03,2024-05-20,8.47,3,0,0,0.0,C00550,46,Loyal,Central Slovakia,desktop
INT-001231,CMP-040,search,2024-05-14,2024-06-03,2024-05-20,19.77,7,1,0,0.0,C00669,32,New,Bratislava,mobile
INT-001232,CMP-040,search,2024-05-14,2024-06-03,2024-05-21,16.94,6,1,0,0.0,C01179,42,At-Risk,Bratislava,desktop
INT-001233,CMP-040,search,2024-05-14,2024-06-03,2024-05-22,14.12,5,0,0,0.0,C01534,24,New,Western Slovakia,mobile
INT-001234,CMP-040,search,2024-05-14,2024-06-03,2024-05-22,14.12,5,0,0,0.0,C00140,73,New,Eastern Slovakia,desktop
INT-001235,CMP-040,search,2024-05-14,2024-06-03,2024-05-22,19.77,7,1,0,0.0,C00149,51,New,Western Slovakia,mobile
INT-001236,CMP-040,search,2024-05-14,2024-06-03,2024-05-23,11.3,4,0,0,0.0,C02077,38,New,Western Slovakia,tablet
INT-001237,CMP-040,search,2024-05-14,2024-06-03,2024-05-23,11.3,4,1,0,0.0,C00578,53,New,Western Slovakia,mobile
INT-001238,CMP-040,search,2024-05-14,2024-06-03,2024-05-24,11.3,4,0,0,0.0,C02049,39,Regular,Western Slovakia,desktop
INT-001239,CMP-040,search,2024-05-14,2024-06-03,2024-05-24,19.77,7,0,0,0.0,C00830,18,New,Eastern Slovakia,desktop
INT-001240,CMP-040,search,2024-05-14,2024-06-03,2024-05-25,11.3,4,0,0,0.0,C02090,44,Loyal,Eastern Slovakia,desktop
INT-001241,CMP-040,search,2024-05-14,2024-06-03,2024-05-26,22.59,8,5,1,170.41,C00115,39,Regular,Bratislava,mobile
INT-001242,CMP-040,search,2024-05-14,2024-06-03,2024-05-27,16.94,6,2,1,285.56,C01909,32,Regular,Western Slovakia,tablet
INT-001243,CMP-040,search,2024-05-14,2024-06-03,2024-05-28,16.94,6,0,0,0.0,C00950,18,At-Risk,Bratislava,desktop
INT-001244,CMP-040,search,2024-05-14,2024-06-03,2024-05-28,14.12,5,1,0,0.0,C00434,18,Regular,Western Slovakia,mobile
INT-001245,CMP-040,search,2024-05-14,2024-06-03,2024-05-28,19.77,7,0,0,0.0,C02122,39,New,Central Slovakia,tablet
INT-001246,CMP-040,search,2024-05-14,2024-06-03,2024-05-28,8.47,3,0,0,0.0,C00865,30,Regular,Western Slovakia,desktop
INT-001247,CMP-040,search,2024-05-14,2024-06-03,2024-05-29,14.12,5,0,0,0.0,C00190,58,Loyal,Bratislava,desktop
INT-001248,CMP-040,search,2024-05-14,2024-06-03,2024-05-29,11.3,4,0,0,0.0,C00369,40,Loyal,Central Slovakia,mobile
INT-001249,CMP-040,search,2024-05-14,2024-06-03,2024-06-02,14.12,5,0,0,0.0,C02006,51,New,Eastern Slovakia,mobile
INT-001250,CMP-040,search,2024-05-14,2024-06-03,2024-06-02,28.24,10,2,0,0.0,C00833,24,Regular,Czech Republic,mobile
INT-001251,CMP-040,search,2024-05-14,2024-06-03,2024-06-02,11.3,4,1,0,0.0,C01120,26,Regular,Eastern Slovakia,desktop
INT-001252,CMP-051,search,2024-05-14,2024-06-01,2024-05-14,7.12,3,0,0,0.0,C01931,18,Loyal,Central Slovakia,desktop
INT-001253,CMP-051,search,2024-05-14,2024-06-01,2024-05-14,7.12,3,0,0,0.0,C00972,37,Loyal,Western Slovakia,desktop
INT-001254,CMP-051,search,2024-05-14,2024-06-01,2024-05-14,14.24,6,1,0,0.0,C00323,52,Loyal,Bratislava,mobile
INT-001255,CMP-051,search,2024-05-14,2024-06-01,2024-05-15,16.62,7,2,0,0.0,C00918,44,New,Eastern Slovakia,desktop
INT-001256,CMP-051,search,2024-05-14,2024-06-01,2024-05-16,11.87,5,1,1,160.26,C00123,41,Regular,Bratislava,mobile
INT-001257,CMP-051,search,2024-05-14,2024-06-01,2024-05-16,7.12,3,0,0,0.0,C00133,46,New,Eastern Slovakia,desktop
INT-001258,CMP-051,search,2024-05-14,2024-06-01,2024-05-16,7.12,3,0,0,0.0,C01631,23,Loyal,Bratislava,mobile
INT-001259,CMP-051,search,2024-05-14,2024-06-01,2024-05-17,4.75,2,0,0,0.0,C01127,59,New,Czech Republic,mobile
INT-001260,CMP-051,search,2024-05-14,2024-06-01,2024-05-17,11.87,5,1,1,261.11,C01134,55,Regular,Central Slovakia,mobile
INT-001261,CMP-051,search,2024-05-14,2024-06-01,2024-05-17,7.12,3,1,0,0.0,C02071,34,Loyal,Czech Republic,mobile
INT-001262,CMP-051,search,2024-05-14,2024-06-01,2024-05-19,9.49,4,1,0,0.0,C01959,35,Regular,Central Slovakia,mobile
INT-001263,CMP-051,search,2024-05-14,2024-06-01,2024-05-20,9.49,4,1,0,0.0,C01041,27,Regular,Western Slovakia,mobile
INT-001264,CMP-051,search,2024-05-14,2024-06-01,2024-05-20,11.87,5,2,0,0.0,C01505,35,Regular,Western Slovakia,desktop
INT-001265,CMP-051,search,2024-05-14,2024-06-01,2024-05-21,9.49,4,0,0,0.0,C00605,30,Loyal,Eastern Slovakia,mobile
INT-001266,CMP-051,search,2024-05-14,2024-06-01,2024-05-21,7.12,3,1,1,252.76,C01970,48,Loyal,Central Slovakia,desktop
INT-001267,CMP-051,search,2024-05-14,2024-06-01,2024-05-21,4.75,2,1,0,0.0,C00232,31,New,Bratislava,desktop
INT-001268,CMP-051,search,2024-05-14,2024-06-01,2024-05-21,11.87,5,1,1,308.88,C00771,59,Regular,Bratislava,mobile
INT-001269,CMP-051,search,2024-05-14,2024-06-01,2024-05-22,4.75,2,0,0,0.0,C00158,50,New,Bratislava,tablet
INT-001270,CMP-051,search,2024-05-14,2024-06-01,2024-05-22,11.87,5,0,0,0.0,C01612,35,New,Western Slovakia,mobile
INT-001271,CMP-051,search,2024-05-14,2024-06-01,2024-05-22,9.49,4,1,1,143.63,C00902,39,Regular,Eastern Slovakia,desktop
INT-001272,CMP-051,search,2024-05-14,2024-06-01,2024-05-23,7.12,3,0,0,0.0,C01496,25,Loyal,Bratislava,desktop
INT-001273,CMP-051,search,2024-05-14,2024-06-01,2024-05-23,14.24,6,2,1,298.74,C00576,21,Loyal,Central Slovakia,mobile
INT-001274,CMP-051,search,2024-05-14,2024-06-01,2024-05-23,11.87,5,0,0,0.0,C01928,26,At-Risk,Eastern Slovakia,mobile
INT-001275,CMP-051,search,2024-05-14,2024-06-01,2024-05-23,14.24,6,0,0,0.0,C00872,26,Regular,Central Slovakia,mobile
INT-001276,CMP-051,search,2024-05-14,2024-06-01,2024-05-23,4.75,2,1,0,0.0,C00767,39,At-Risk,Western Slovakia,mobile
INT-001277,CMP-051,search,2024-05-14,2024-06-01,2024-05-24,9.49,4,1,1,225.15,C01329,37,Loyal,Eastern Slovakia,desktop
INT-001278,CMP-051,search,2024-05-14,2024-06-01,2024-05-24,7.12,3,1,0,0.0,C01184,46,New,Bratislava,mobile
INT-001279,CMP-051,search,2024-05-14,2024-06-01,2024-05-24,11.87,5,1,0,0.0,C01642,44,Regular,Bratislava,mobile
INT-001280,CMP-051,search,2024-05-14,2024-06-01,2024-05-25,2.37,1,0,0,0.0,C01561,33,Regular,Eastern Slovakia,mobile
INT-001281,CMP-051,search,2024-05-14,2024-06-01,2024-05-25,7.12,3,0,0,0.0,C01682,26,Regular,Central Slovakia,desktop
INT-001282,CMP-051,search,2024-05-14,2024-06-01,2024-05-25,18.99,8,0,0,0.0,C00402,40,Regular,Eastern Slovakia,mobile
INT-001283,CMP-051,search,2024-05-14,2024-06-01,2024-05-25,2.37,1,0,0,0.0,C01398,36,Regular,Bratislava,tablet
INT-001284,CMP-051,search,2024-05-14,2024-06-01,2024-05-26,2.37,1,0,0,0.0,C01598,41,Loyal,Bratislava,mobile
INT-001285,CMP-051,search,2024-05-14,2024-06-01,2024-05-26,18.99,8,1,1,134.64,C00436,31,Loyal,Eastern Slovakia,desktop
INT-001286,CMP-051,search,2024-05-14,2024-06-01,2024-05-26,7.12,3,1,0,0.0,C00739,19,New,Eastern Slovakia,mobile
INT-001287,CMP-051,search,2024-05-14,2024-06-01,2024-05-27,4.75,2,0,0,0.0,C00784,49,New,Western Slovakia,mobile
INT-001288,CMP-051,search,2024-05-14,2024-06-01,2024-05-27,11.87,5,0,0,0.0,C01157,38,Regular,Bratislava,desktop
INT-001289,CMP-051,search,2024-05-14,2024-06-01,2024-05-27,4.75,2,0,0,0.0,C01688,41,Regular,Bratislava,mobile
INT-001290,CMP-051,search,2024-05-14,2024-06-01,2024-05-28,9.49,4,0,0,0.0,C00787,39,Regular,Bratislava,mobile
INT-001291,CMP-051,search,2024-05-14,2024-06-01,2024-05-28,7.12,3,1,0,0.0,C00743,26,Regular,Bratislava,mobile
INT-001292,CMP-051,search,2024-05-14,2024-06-01,2024-05-28,9.49,4,1,1,308.81,C00678,43,Regular,Bratislava,mobile
INT-001293,CMP-051,search,2024-05-14,2024-06-01,2024-05-28,4.75,2,1,0,0.0,C01772,39,New,Bratislava,desktop
INT-001294,CMP-051,search,2024-05-14,2024-06-01,2024-05-28,14.24,6,2,2,646.68,C00020,37,Loyal,Bratislava,desktop
INT-001295,CMP-051,search,2024-05-14,2024-06-01,2024-05-29,9.49,4,1,1,225.03,C00693,49,Loyal,Western Slovakia,desktop
INT-001296,CMP-051,search,2024-05-14,2024-06-01,2024-05-29,7.12,3,0,0,0.0,C01714,37,New,Central Slovakia,mobile
INT-001297,CMP-051,search,2024-05-14,2024-06-01,2024-05-29,9.49,4,1,0,0.0,C00624,31,New,Western Slovakia,mobile
INT-001298,CMP-051,search,2024-05-14,2024-06-01,2024-05-30,14.24,6,0,0,0.0,C01676,19,Regular,Western Slovakia,mobile
INT-001299,CMP-051,search,2024-05-14,2024-06-01,2024-05-30,4.75,2,0,0,0.0,C00710,46,At-Risk,Western Slovakia,mobile
INT-001300,CMP-051,search,2024-05-14,2024-06-01,2024-05-30,9.49,4,2,0,0.0,C01288,38,Regular,Central Slovakia,mobile
INT-001301,CMP-051,search,2024-05-14,2024-06-01,2024-05-30,9.49,4,0,0,0.0,C00922,28,Regular,Czech Republic,tablet
INT-001302,CMP-051,search,2024-05-14,2024-06-01,2024-05-31,7.12,3,0,0,0.0,C01524,36,Loyal,Czech Republic,mobile
INT-001303,CMP-051,search,2024-05-14,2024-06-01,2024-05-31,7.12,3,0,0,0.0,C01833,25,Loyal,Western Slovakia,desktop
INT-001304,CMP-009,display,2024-05-18,2024-06-01,2024-05-18,5.34,14,0,0,0.0,C02109,28,Regular,Eastern Slovakia,mobile
INT-001305,CMP-009,display,2024-05-18,2024-06-01,2024-05-18,4.57,12,2,0,0.0,C00648,18,New,Central Slovakia,mobile
INT-001306,CMP-009,display,2024-05-18,2024-06-01,2024-05-21,4.19,11,1,1,161.78,C02095,39,Loyal,Bratislava,mobile
INT-001307,CMP-009,display,2024-05-18,2024-06-01,2024-05-22,6.86,18,0,0,0.0,C00527,55,Regular,Western Slovakia,mobile
INT-001308,CMP-009,display,2024-05-18,2024-06-01,2024-05-22,4.57,12,0,0,0.0,C01766,36,Regular,Bratislava,desktop
INT-001309,CMP-009,display,2024-05-18,2024-06-01,2024-05-22,3.81,10,0,0,0.0,C00098,26,Loyal,Bratislava,mobile
INT-001310,CMP-009,display,2024-05-18,2024-06-01,2024-05-22,3.81,10,1,0,0.0,C02190,45,Regular,Western Slovakia,desktop
INT-001311,CMP-009,display,2024-05-18,2024-06-01,2024-05-23,3.81,10,0,0,0.0,C00306,25,Loyal,Central Slovakia,mobile
INT-001312,CMP-009,display,2024-05-18,2024-06-01,2024-05-23,3.81,10,1,0,0.0,C00560,27,New,Western Slovakia,tablet
INT-001313,CMP-009,display,2024-05-18,2024-06-01,2024-05-23,4.57,12,0,0,0.0,C01643,18,Regular,Central Slovakia,desktop
INT-001314,CMP-009,display,2024-05-18,2024-06-01,2024-05-24,4.19,11,0,0,0.0,C00854,38,Loyal,Western Slovakia,mobile
INT-001315,CMP-009,display,2024-05-18,2024-06-01,2024-05-24,5.34,14,1,0,0.0,C02123,28,Regular,Central Slovakia,desktop
INT-001316,CMP-009,display,2024-05-18,2024-06-01,2024-05-25,4.57,12,0,0,0.0,C01983,38,Loyal,Bratislava,mobile
INT-001317,CMP-009,display,2024-05-18,2024-06-01,2024-05-25,5.34,14,0,0,0.0,C00106,36,Loyal,Eastern Slovakia,mobile
INT-001318,CMP-009,display,2024-05-18,2024-06-01,2024-05-25,3.43,9,0,0,0.0,C00818,41,New,Eastern Slovakia,mobile
INT-001319,CMP-009,display,2024-05-18,2024-06-01,2024-05-25,3.43,9,1,0,0.0,C01574,38,New,Eastern Slovakia,tablet
INT-001320,CMP-009,display,2024-05-18,2024-06-01,2024-05-26,3.43,9,1,0,0.0,C00770,58,New,Bratislava,desktop
INT-001321,CMP-009,display,2024-05-18,2024-06-01,2024-05-26,5.34,14,0,0,0.0,C01527,52,Loyal,Eastern Slovakia,mobile
INT-001322,CMP-009,display,2024-05-18,2024-06-01,2024-05-27,6.48,17,0,0,0.0,C00010,28,Regular,Eastern Slovakia,mobile
INT-001323,CMP-009,display,2024-05-18,2024-06-01,2024-05-28,5.34,14,0,0,0.0,C01150,50,Regular,Western Slovakia,mobile
INT-001324,CMP-009,display,2024-05-18,2024-06-01,2024-05-28,3.81,10,0,0,0.0,C00677,67,Loyal,Western Slovakia,tablet
INT-001325,CMP-009,display,2024-05-18,2024-06-01,2024-05-28,4.19,11,0,0,0.0,C02139,42,Loyal,Eastern Slovakia,mobile
INT-001326,CMP-009,display,2024-05-18,2024-06-01,2024-05-29,7.62,20,0,0,0.0,C00490,46,Regular,Bratislava,mobile
INT-001327,CMP-009,display,2024-05-18,2024-06-01,2024-05-30,2.67,7,0,0,0.0,C01212,32,Loyal,Bratislava,mobile
INT-001328,CMP-009,display,2024-05-18,2024-06-01,2024-05-30,5.34,14,0,0,0.0,C01187,34,Regular,Bratislava,mobile
INT-001329,CMP-009,display,2024-05-18,2024-06-01,2024-05-31,3.43,9,0,0,0.0,C02170,31,Regular,Bratislava,mobile
INT-001330,CMP-009,display,2024-05-18,2024-06-01,2024-05-31,4.96,13,1,0,0.0,C01139,37,Regular,Western Slovakia,mobile
INT-001331,CMP-009,display,2024-05-18,2024-06-01,2024-05-31,5.72,15,1,1,107.65,C02127,64,Loyal,Western Slovakia,mobile
INT-001332,CMP-018,tv,2024-06-04,2024-07-17,2024-06-04,9.41,8,0,0,0.0,C01918,50,Regular,Bratislava,mobile
INT-001333,CMP-018,tv,2024-06-04,2024-07-17,2024-06-04,4.71,4,0,0,0.0,C00519,49,Loyal,Bratislava,mobile
INT-001334,CMP-018,tv,2024-06-04,2024-07-17,2024-06-04,8.24,7,0,0,0.0,C01592,21,Regular,Bratislava,tablet
INT-001335,CMP-018,tv,2024-06-04,2024-07-17,2024-06-05,7.06,6,0,0,0.0,C00717,19,Regular,Western Slovakia,mobile
INT-001336,CMP-018,tv,2024-06-04,2024-07-17,2024-06-07,10.59,9,0,0,0.0,C00554,62,Regular,Bratislava,tablet
INT-001337,CMP-018,tv,2024-06-04,2024-07-17,2024-06-07,8.24,7,0,0,0.0,C00070,36,At-Risk,Bratislava,mobile
INT-001338,CMP-018,tv,2024-06-04,2024-07-17,2024-06-13,9.41,8,0,0,0.0,C00210,34,Regular,Bratislava,mobile
INT-001339,CMP-018,tv,2024-06-04,2024-07-17,2024-06-13,8.24,7,0,0,0.0,C01229,45,At-Risk,Eastern Slovakia,tablet
INT-001340,CMP-018,tv,2024-06-04,2024-07-17,2024-06-13,10.59,9,0,1,142.77,C00662,38,New,Central Slovakia,mobile
INT-001341,CMP-018,tv,2024-06-04,2024-07-17,2024-06-13,4.71,4,0,0,0.0,C00520,58,At-Risk,Central Slovakia,mobile
INT-001342,CMP-018,tv,2024-06-04,2024-07-17,2024-06-15,7.06,6,0,0,0.0,C02194,38,At-Risk,Western Slovakia,desktop
INT-001343,CMP-018,tv,2024-06-04,2024-07-17,2024-06-16,11.76,10,0,0,0.0,C00012,47,At-Risk,Western Slovakia,desktop
INT-001344,CMP-018,tv,2024-06-04,2024-07-17,2024-06-16,2.35,2,0,0,0.0,C01331,18,Loyal,Czech Republic,mobile
INT-001345,CMP-018,tv,2024-06-04,2024-07-17,2024-06-18,5.88,5,0,0,0.0,C01082,36,New,Eastern Slovakia,mobile
INT-001346,CMP-018,tv,2024-06-04,2024-07-17,2024-06-19,5.88,5,0,0,0.0,C01786,53,Regular,Bratislava,desktop
INT-001347,CMP-018,tv,2024-06-04,2024-07-17,2024-06-19,7.06,6,0,0,0.0,C00381,39,New,Central Slovakia,mobile
INT-001348,CMP-018,tv,2024-06-04,2024-07-17,2024-06-22,8.24,7,0,0,0.0,C01870,41,Regular,Central Slovakia,mobile
INT-001349,CMP-018,tv,2024-06-04,2024-07-17,2024-06-26,4.71,4,0,1,181.43,C00271,29,New,Western Slovakia,desktop
INT-001350,CMP-018,tv,2024-06-04,2024-07-17,2024-06-26,5.88,5,0,0,0.0,C02154,25,New,Bratislava,mobile
INT-001351,CMP-018,tv,2024-06-04,2024-07-17,2024-06-27,12.94,11,0,0,0.0,C01588,49,New,Bratislava,mobile
INT-001352,CMP-018,tv,2024-06-04,2024-07-17,2024-06-29,7.06,6,0,0,0.0,C01310,34,Regular,Bratislava,tablet
INT-001353,CMP-018,tv,2024-06-04,2024-07-17,2024-06-29,5.88,5,0,0,0.0,C01037,50,Regular,Eastern Slovakia,mobile
INT-001354,CMP-018,tv,2024-06-04,2024-07-17,2024-07-02,9.41,8,0,0,0.0,C01177,29,New,Eastern Slovakia,desktop
INT-001355,CMP-018,tv,2024-06-04,2024-07-17,2024-07-02,9.41,8,0,0,0.0,C01275,31,Regular,Eastern Slovakia,desktop
INT-001356,CMP-018,tv,2024-06-04,2024-07-17,2024-07-04,11.76,10,0,0,0.0,C02190,45,Regular,Western Slovakia,desktop
INT-001357,CMP-018,tv,2024-06-04,2024-07-17,2024-07-06,2.35,2,0,0,0.0,C01905,45,Regular,Bratislava,desktop
INT-001358,CMP-018,tv,2024-06-04,2024-07-17,2024-07-08,9.41,8,0,0,0.0,C01505,35,Regular,Western Slovakia,desktop
INT-001359,CMP-018,tv,2024-06-04,2024-07-17,2024-07-09,8.24,7,0,0,0.0,C01380,56,New,Eastern Slovakia,mobile
INT-001360,CMP-018,tv,2024-06-04,2024-07-17,2024-07-09,4.71,4,0,0,0.0,C00355,51,New,Eastern Slovakia,desktop
INT-001361,CMP-018,tv,2024-06-04,2024-07-17,2024-07-12,10.59,9,0,0,0.0,C00125,48,Regular,Eastern Slovakia,mobile
INT-001362,CMP-018,tv,2024-06-04,2024-07-17,2024-07-13,9.41,8,0,0,0.0,C01387,53,Loyal,Eastern Slovakia,mobile
INT-001363,CMP-018,tv,2024-06-04,2024-07-17,2024-07-15,11.76,10,0,0,0.0,C00559,23,New,Central Slovakia,mobile
INT-001364,CMP-018,tv,2024-06-04,2024-07-17,2024-07-16,7.06,6,0,0,0.0,C01253,28,New,Bratislava,tablet
INT-001365,CMP-024,social,2024-06-07,2024-07-19,2024-06-07,2.19,3,0,0,0.0,C01979,57,Regular,Western Slovakia,mobile
INT-001366,CMP-024,social,2024-06-07,2024-07-19,2024-06-07,0.73,1,0,0,0.0,C01108,28,Regular,Western Slovakia,mobile
INT-001367,CMP-024,social,2024-06-07,2024-07-19,2024-06-08,1.46,2,0,0,0.0,C02049,39,Regular,Western Slovakia,desktop
INT-001368,CMP-024,social,2024-06-07,2024-07-19,2024-06-09,3.65,5,0,0,0.0,C00726,56,Loyal,Bratislava,mobile
INT-001369,CMP-024,social,2024-06-07,2024-07-19,2024-06-09,4.38,6,0,0,0.0,C00951,18,Loyal,Central Slovakia,tablet
INT-001370,CMP-024,social,2024-06-07,2024-07-19,2024-06-09,2.19,3,0,0,0.0,C00267,40,New,Western Slovakia,mobile
INT-001371,CMP-024,social,2024-06-07,2024-07-19,2024-06-13,5.84,8,0,0,0.0,C00711,38,Loyal,Czech Republic,mobile
INT-001372,CMP-024,social,2024-06-07,2024-07-19,2024-06-14,3.65,5,1,0,0.0,C00077,33,New,Eastern Slovakia,mobile
INT-001373,CMP-024,social,2024-06-07,2024-07-19,2024-06-17,2.19,3,0,0,0.0,C01611,41,Regular,Central Slovakia,mobile
INT-001374,CMP-024,social,2024-06-07,2024-07-19,2024-06-17,2.19,3,0,0,0.0,C01017,39,New,Eastern Slovakia,desktop
INT-001375,CMP-024,social,2024-06-07,2024-07-19,2024-06-18,4.38,6,0,0,0.0,C00472,33,Loyal,Bratislava,mobile
INT-001376,CMP-024,social,2024-06-07,2024-07-19,2024-06-18,2.92,4,1,0,0.0,C01547,18,Regular,Central Slovakia,desktop
INT-001377,CMP-024,social,2024-06-07,2024-07-19,2024-06-21,5.11,7,0,0,0.0,C00127,56,Loyal,Eastern Slovakia,mobile
INT-001378,CMP-024,social,2024-06-07,2024-07-19,2024-06-22,2.19,3,0,0,0.0,C00764,46,Loyal,Czech Republic,desktop
INT-001379,CMP-024,social,2024-06-07,2024-07-19,2024-06-22,2.92,4,0,0,0.0,C00553,42,New,Eastern Slovakia,mobile
INT-001380,CMP-024,social,2024-06-07,2024-07-19,2024-06-23,5.11,7,0,0,0.0,C00869,31,New,Western Slovakia,tablet
INT-001381,CMP-024,social,2024-06-07,2024-07-19,2024-06-26,1.46,2,0,0,0.0,C00690,33,New,Eastern Slovakia,desktop
INT-001382,CMP-024,social,2024-06-07,2024-07-19,2024-06-29,2.19,3,0,0,0.0,C00615,28,Regular,Czech Republic,mobile
INT-001383,CMP-024,social,2024-06-07,2024-07-19,2024-07-01,2.92,4,0,0,0.0,C02103,29,Regular,Eastern Slovakia,desktop
INT-001384,CMP-024,social,2024-06-07,2024-07-19,2024-07-02,2.92,4,2,0,0.0,C00899,44,Loyal,Central Slovakia,mobile
INT-001385,CMP-024,social,2024-06-07,2024-07-19,2024-07-04,5.11,7,0,0,0.0,C00429,21,Loyal,Western Slovakia,mobile
INT-001386,CMP-024,social,2024-06-07,2024-07-19,2024-07-05,4.38,6,0,0,0.0,C01268,46,New,Czech Republic,mobile
INT-001387,CMP-024,social,2024-06-07,2024-07-19,2024-07-08,4.38,6,0,0,0.0,C00445,34,Loyal,Central Slovakia,desktop
INT-001388,CMP-024,social,2024-06-07,2024-07-19,2024-07-10,4.38,6,0,0,0.0,C01872,31,Loyal,Western Slovakia,mobile
INT-001389,CMP-024,social,2024-06-07,2024-07-19,2024-07-11,3.65,5,0,0,0.0,C01660,40,Loyal,Central Slovakia,tablet
INT-001390,CMP-024,social,2024-06-07,2024-07-19,2024-07-12,0.73,1,0,0,0.0,C00020,37,Loyal,Bratislava,desktop
INT-001391,CMP-024,social,2024-06-07,2024-07-19,2024-07-12,4.38,6,0,0,0.0,C01952,41,Loyal,Bratislava,mobile
INT-001392,CMP-024,social,2024-06-07,2024-07-19,2024-07-12,5.11,7,0,0,0.0,C01206,30,Loyal,Bratislava,desktop
INT-001393,CMP-024,social,2024-06-07,2024-07-19,2024-07-13,4.38,6,1,1,211.27,C00845,40,Regular,Eastern Slovakia,desktop
INT-001394,CMP-024,social,2024-06-07,2024-07-19,2024-07-13,6.57,9,0,0,0.0,C00807,36,Regular,Central Slovakia,desktop
INT-001395,CMP-024,social,2024-06-07,2024-07-19,2024-07-14,2.92,4,0,0,0.0,C00709,35,New,Western Slovakia,mobile
